"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"1","Sonar may have detected AirAsia Flight QZ8501 wreckage - CNN","","#QZ8501","41","622","310","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","http://t.co/wdZNykEYG3?amp=1","1"
"1","In the search for AirAsia Flight QZ8501, six bodies have been found so far, officials say.","","#QZ8501","41","622","310","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","http://t.co/wdZNykEYG3?amp=1","1"
"1","cnn.com","","#QZ8501","41","622","310","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","https://pbs.twimg.com/card_img/1334853471070203909/WvFzuSR3?format=jpg&name=small","http://t.co/wdZNykEYG3?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","Search for AirAsia Flight QZ8501 resumes. USS Sampson en route to assist.","37","296","219","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","Search for AirAsia Flight QZ8501 resumes; smoke spotted","","Search for AirAsia Flight QZ8501 resumes. USS Sampson en route to assist.","37","296","219","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","In the search for missing AirAsia Flight QZ8501, helicopter crews spotted smoke rising from an island. Is it linked to the missing plane?","","Search for AirAsia Flight QZ8501 resumes. USS Sampson en route to assist.","37","296","219","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","cnn.com","","Search for AirAsia Flight QZ8501 resumes. USS Sampson en route to assist.","37","296","219","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","Health officials in Glasgow, Scotland, have confirmed they are treating a case of Ebola contracted in West Africa.","29","432","194","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","http://t.co/kLxZEbgpQv?amp=1","1"
"1","Scotland confirms case of Ebola - CNN","","Health officials in Glasgow, Scotland, have confirmed they are treating a case of Ebola contracted in West Africa.","29","432","194","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","http://t.co/kLxZEbgpQv?amp=1","1"
"1","Health officials in Glasgow, Scotland, have confirmed a case of Ebola.","","Health officials in Glasgow, Scotland, have confirmed they are treating a case of Ebola contracted in West Africa.","29","432","194","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","http://t.co/kLxZEbgpQv?amp=1","1"
"1","cnn.com","","Health officials in Glasgow, Scotland, have confirmed they are treating a case of Ebola contracted in West Africa.","29","432","194","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334523967122649088/PMJbgOzK?format=jpg&name=small","http://t.co/kLxZEbgpQv?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","Death toll from Adriatic Sea ferry fire is now eight, Italian official tweets.","28","197","143","","","","1"
"1","CNN Breaking News","Dec 29, 2014","airliner.","56","423","311","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","Search for AirAsia Flight QZ8501 resumes; smoke spotted","","airliner.","56","423","311","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","In the search for missing AirAsia Flight QZ8501, helicopter crews spotted smoke rising from an island. Is it linked to the missing plane?","","airliner.","56","423","311","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","cnn.com","","airliner.","56","423","311","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","flight to expand Tuesday, Indonesian search and rescue agency says.","34","291","152","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","Search for AirAsia Flight QZ8501 resumes; smoke spotted","","flight to expand Tuesday, Indonesian search and rescue agency says.","34","291","152","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","In the search for missing AirAsia Flight QZ8501, helicopter crews spotted smoke rising from an island. Is it linked to the missing plane?","","flight to expand Tuesday, Indonesian search and rescue agency says.","34","291","152","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","cnn.com","","flight to expand Tuesday, Indonesian search and rescue agency says.","34","291","152","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1334020278632984577/X_11Jgt2?format=jpg&name=240x240","http://t.co/r1yRAQhYyK?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","Five people dead, more than 400 rescued after fire on ferry in Adriatic Sea","11","244","179","","","","1"
"1","CNN Breaking News","Dec 29, 2014","All passengers evacuated from ferry that caught fire in the Adriatic Sea, coast guard tweets","45","507","575","https://pbs.twimg.com/media/B6BfsniIAAET0EK?format=jpg&name=small","","","1"
"1","CNN Breaking News","Dec 29, 2014","More than 400 rescued from ferry that caught fire in the Adriatic on Sunday","12","215","234","","","","1"
"1","CNN Breaking News","Dec 29, 2014","2 LAPD officers shot at while driving patrol car; 1 suspect arrested. Sheriff's office in Pasco Co., FL shot at.","70","568","232","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","http://t.co/TFm8F5I03n?amp=1","1"
"1","Officers shot at in Florida and Los Angeles - CNN","","2 LAPD officers shot at while driving patrol car; 1 suspect arrested. Sheriff's office in Pasco Co., FL shot at.","70","568","232","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","http://t.co/TFm8F5I03n?amp=1","1"
"1","Shots fired at officers in Los Angeles on Sunday night, in Florida earlier Sunday. No injuries in either incident.","","2 LAPD officers shot at while driving patrol car; 1 suspect arrested. Sheriff's office in Pasco Co., FL shot at.","70","568","232","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","http://t.co/TFm8F5I03n?amp=1","1"
"1","cnn.com","","2 LAPD officers shot at while driving patrol car; 1 suspect arrested. Sheriff's office in Pasco Co., FL shot at.","70","568","232","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","https://pbs.twimg.com/card_img/1334826070378471424/XDklE6TK?format=jpg&name=small","http://t.co/TFm8F5I03n?amp=1","1"
"1","CNN Breaking News","Dec 29, 2014","#QZ8501","55","1.1K","480","https://pbs.twimg.com/card_img/1333723328209690625/b-uVNdKW?format=jpg&name=240x240","https://pbs.twimg.com/card_img/1333723328209690625/b-uVNdKW?format=jpg&name=240x240","http://t.co/EHB5mBcXHC?amp=1","1"
