"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Retweets","tweets_Likes","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Mar 5, 2011","Rebels celebrate after pro-Gadhafi forces retreat from Zawiya, Libya, witness says. http://on.cnn.com/gAB0hL","133","26","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Six people killed in plane crash in Russia, emergency officials told Russia's Interfax news agency.","115","11","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Police: Body from landfill likely mother of 2 kids found dead in canal http://on.cnn.com/h6OAtl","67","21","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Video shows apparent Ivory Coast troops gunning down women at protest http://on.cnn.com/i19HFI","161","27","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Day care owner who fled country after 4 kids died in fire now on U.S. ""most wanted"" list http://on.cnn.com/gHXQ7N","207","18","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Six people killed in plane crash in Russia, emergency officials told Russia's Interfax news agency.","115","11","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Police: Body from landfill likely mother of 2 kids found dead in canal http://on.cnn.com/h6OAtl","67","21","","","","","1"
"","CNN Breaking News","Mar 5, 2011","Video shows apparent Ivory Coast troops gunning down women at protest http://on.cnn.com/i19HFI","161","27","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Day care owner who fled country after 4 kids died in fire now on U.S. ""most wanted"" list http://on.cnn.com/gHXQ7N","207","18","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Gov. Walker issues union layoff notices http://on.cnn.com/hqMFUS","115","24","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Senator asks if ATF unwittingly helped Border Patrol agent's killers http://on.cnn.com/gJ6LKM","45","8","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Chihuahua state attorney general spokesman denies reports local police chief has fled http://on.cnn.com/g9sRR7","51","7","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Citing danger, effort suspended to reach man seen alive in old mine shaft http://on.cnn.com/eVC3cq","32","9","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Mexican town's recently hired 20-year-old female police chief has left job http://on.cnn.com/g9sRR7","130","19","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Giffords' alleged shooter indicted on 49 counts. http://on.cnn.com/dL04Rq","107","15","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Police tackle Wisconsin Democrat as he tries to enter Capitol. http://on.cnn.com/fs9PYU","146","23","","","","","1"
"","CNN Breaking News","Mar 4, 2011","NFL Networks reporting collective bargaining agreement deadline will be extended until March 11. http://on.cnn.com/clegtf","99","10","","","","","1"
"","CNN Breaking News","Mar 4, 2011",". http://on.cnn.com/fK2e0P","232","16","","","","","1"
"","CNN Breaking News","Mar 4, 2011",", witness tells CNN. http://on.cnn.com/ecNCTG","172","15","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Florida won't move forward with any federal high speed rail plan, governor's office says. http://on.cnn.com/eD0kvT","70","11","","","","","1"
"","CNN Breaking News","Mar 4, 2011","Florida Supreme Court rules that governor has authority to reject high-speed rail funds. http://on.cnn.com/eD0kvT","69","11","","","","","1"
"","CNN Breaking News","Mar 4, 2011","back on campus http://on.cnn.com/hutfDx","98","20","","","","","1"
"","CNN Breaking News","Mar 3, 2011","Networks : NFL and the NFL Players union have agreed to a 24 hour extension in CBA negotiations http://on.cnn.com/e9rD9i","277","21","","https://abs.twimg.com/hashflags/NFL_2020_2021_ItTakesAllOfUs_NFL/NFL_2020_2021_ItTakesAllOfUs_NFL.png","https://abs.twimg.com/hashflags/NFL_2020_2021_ItTakesAllOfUs_NFL/NFL_2020_2021_ItTakesAllOfUs_NFL.png","https://twitter.com/hashtag/NFL?src=hashtag_click","1"
"","CNN Breaking News","Mar 3, 2011","Dow posts biggest gain of year - up 191 points on jobs data, oil prices http://on.cnn.com/hQbIEN","95","11","","","","","1"
"","CNN Breaking News","Mar 3, 2011","Obama says U.S. planes to fly refugees from Libya border. http://on.cnn.com/eOHRj4","79","17","","","","","1"
"","CNN Breaking News","Mar 3, 2011","law. http://on.cnn.com/fFNboJ","49","8","","","","","1"
"","CNN Breaking News","Mar 3, 2011","airport gunman a radicalized Muslim who wanted to kill Americans, official says. http://on.cnn.com/eqnrhY","147","10","","","","","1"
"","CNN Breaking News","Mar 3, 2011","towns http://on.cnn.com/gy2GSQ","189","18","","","","","1"
"","CNN Breaking News","Mar 3, 2011","Shuttle, space station crews wake up to U2 song. Live: http://on.cnn.com/cnndcl3","84","21","","","","","1"
"","CNN Breaking News","Mar 3, 2011","Colorado boy, 12, in custody after parents found dead http://on.cnn.com/gfPskp","206","39","","","","","1"
"","CNN Breaking News","Mar 3, 2011","canal http://on.cnn.com/i07lNP","262","37","","","","","1"
"","CNN Breaking News","Mar 3, 2011","Sirhan, the convicted assassin of Sen. Robert F. Kennedy, has been denied parole http://on.cnn.com/fZ0isW","174","22","","","","","1"
"","CNN Breaking News","Mar 3, 2011","suspect Pfc. Bradley Manning http://on.cnn.com/eEH31n","70","20","","","","","1"
"","CNN Breaking News","Mar 3, 2011","tells Senate panel he was a victim of elder abuse http://on.cnn.com/eywT8z","73","16","","","","","1"
"","CNN Breaking News","Mar 2, 2011","Democrats set to face $100 per day fine http://on.cnn.com/hRODoX","86","14","","","","","1"
"","CNN Breaking News","Mar 2, 2011","hospitalized in L.A. after suffering a shutdown of blood flow to her left leg http://on.cnn.com/gn4rpn","61","8","","","","","1"
"","CNN Breaking News","Mar 2, 2011","Doctor who allegedly did illegal late-term abortions may face death penalty http://on.cnn.com/i2QKEm","248","24","","","","","1"
"","CNN Breaking News","Mar 2, 2011","21 miles of I-95 in Fla. closed by smoke from wildfires. http://on.cnn.com/eTO4Sw","110","10","","","","","1"
"","CNN Breaking News","Mar 2, 2011","airmen, reports indicate. http://on.cnn.com/gyAenx","138","12","","","","","1"
"","CNN Breaking News","Mar 2, 2011","case. http://on.cnn.com/h6oOuV","65","9","","","","","1"
"","CNN Breaking News","Mar 2, 2011","OKs stopgap measure to fund federal government for 2 weeks. http://on.cnn.com/feWP5N","49","6","","","","","1"
"","CNN Breaking News","Mar 2, 2011",". http://on.cnn.com/gaCnA5","112","4","","","","","1"
"","CNN Breaking News","Mar 2, 2011",", airport. http://on.cnn.com/gaCnA5","208","17","","","","","1"
"","CNN Breaking News","Mar 2, 2011","mass grave. http://on.cnn.com/htO1ni","168","10","","","","","1"
"","CNN Breaking News","Mar 2, 2011","allows anti-gay protests at military funerals. http://on.cnn.com/hUNE2T","212","20","","","","","1"
"","CNN Breaking News","Mar 2, 2011","town of al-Brega, doctor says. http://on.cnn.com/hNWRgA","49","8","","","","","1"
"","CNN Breaking News","Mar 2, 2011","military bombs rebel-held area. http://on.cnn.com/gwjcjX","114","9","","","","","1"
"","CNN Breaking News","Mar 2, 2011",". http://on.cnn.com/hNWRgA","92","8","","","","","1"
"","CNN Breaking News","Mar 2, 2011",". http://on.cnn.com/hNWRgA","126","23","","","","","1"
"","CNN Breaking News","Mar 2, 2011","Arab League discusses conflicts across Middle East and North Africa. Live: http://on.cnn.com/cnndcl2","48","7","","","","","1"
"","CNN Breaking News","Mar 2, 2011","allows anti-gay protests at military funerals. http://on.cnn.com/hUNE2T","212","20","","","","","1"
"","CNN Breaking News","Mar 2, 2011","town of al-Brega, doctor says. http://on.cnn.com/hNWRgA","49","8","","","","","1"
"","CNN Breaking News","Mar 2, 2011","military bombs rebel-held area. http://on.cnn.com/gwjcjX","114","9","","","","","1"
"","CNN Breaking News","Mar 2, 2011",". http://on.cnn.com/hNWRgA","92","8","","","","","1"
"","CNN Breaking News","Mar 2, 2011",". http://on.cnn.com/hNWRgA","126","23","","","","","1"
"","CNN Breaking News","Mar 2, 2011","Arab League discusses conflicts across Middle East and North Africa. Live: http://on.cnn.com/cnndcl2","48","7","","","","","1"
"","CNN Breaking News","Mar 2, 2011","Shuttle, space station crews wake up to Coldplay. Live: http://on.cnn.com/cnndcl3","119","30","","","","","1"
"","CNN Breaking News","Mar 2, 2011","still in control; opposition strength unclear http://on.cnn.com/gwjcjX","92","10","","","","","1"
"","CNN Breaking News","Mar 1, 2011","passes bill extending funding for government through March 18. The measure now goes to Senate. http://on.cnn.com/fgCPhy","125","8","","","","","1"
"","CNN Breaking News","Mar 1, 2011","end sharply lower amid concern about higher oil prices. Dow tumbles 169 points; Nasdaq drops 1.7%. http://on.cnn.com/gQ6Yh4","63","8","","","","","1"
"","CNN Breaking News","Mar 1, 2011","from its seat on the 47-member Human Rights Council http://on.cnn.com/etkqAm","166","16","","","","","1"
"","CNN Breaking News","Mar 1, 2011","Bernanke: Inflation risk is modest. http://on.cnn.com/eGyIPn","55","8","","","","","1"
"","CNN Breaking News","Mar 1, 2011","Rain slows Florida wildfire, but shifting winds could blow fire toward more populated area. http://on.cnn.com/epnMeb","62","9","","","","","1"
"","CNN Breaking News","Mar 1, 2011","At least 3 Tunisian government officials resign, country's news agency says. http://on.cnn.com/ftVo4l","46","9","","","","","1"
"","CNN Breaking News","Mar 1, 2011","Iranian security forces clash with protesters in front of Tehran University, opposition website report. http://on.cnn.com/ftVo4l","85","8","","","","","1"
"","CNN Breaking News","Mar 1, 2011","Christian Dior to fire designer John Galliano after he made anti-Semitic remarks, fashion giant says. http://on.cnn.com/hpmtMc","557","19","","","","","1"
"","CNN Breaking News","Mar 1, 2011","Christina Aguilera arrested, released on bail. http://on.cnn.com/gRb22G","573","25","","","","","1"
"","CNN Breaking News","Mar 1, 2011","http://on.cnn.com/epnMeb","114","7","","","","","1"
"","CNN Breaking News","Mar 1, 2011","builds; Libyan leader called 'delusional' http://on.cnn.com/fFu2ZM","102","19","","","","","1"
"","CNN Breaking News","Mar 1, 2011","before shootings http://on.cnn.com/fYBnV8","61","19","","","","","1"
"","CNN Breaking News","Mar 1, 2011","http://on.cnn.com/fto1rv","249","17","","","","","1"
"","CNN Breaking News","Feb 28, 2011","http://on.cnn.com/eBAiDe","50","18","","","","","1"
"","CNN Breaking News","Feb 28, 2011","http://on.cnn.com/gmAy9t","131","11","","","","","1"
"","CNN Breaking News","Feb 28, 2011","http://on.cnn.com/ezZqMT","59","14","","","","","1"
"","CNN Breaking News","Feb 28, 2011",", Pentagon says. http://on.cnn.com/e0x4e2","156","18","","","","","1"
"","CNN Breaking News","Feb 28, 2011","needs to step aside,” White House press secretary says. http://on.cnn.com/e0x4e2","82","12","","","","","1"
"","CNN Breaking News","Feb 28, 2011","military jet bombs base in eastern Libya that stores weapons, ammunition, witnesses say. http://on.cnn.com/e0x4e2","145","13","","","","","1"
"","CNN Breaking News","Feb 28, 2011","and family, bar them from leaving country, authorities say. http://on.cnn.com/e0x4e2","203","9","","","","","1"
"","CNN Breaking News","Feb 28, 2011","clings to power after security forces turn against him http://on.cnn.com/ebGhnM","151","15","","","","","1"
"","CNN Breaking News","Feb 28, 2011","Frank Buckles has died at 110 http://on.cnn.com/fto1rv","561","33","","","","","1"
"","CNN Breaking News","Feb 28, 2011","http://on.cnn.com/gVhmFh","79","10","","","","","1"
"","CNN Breaking News","Feb 28, 2011","Capitol as defiant governor digs in http://on.cnn.com/dJvXxp","115","11","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Pilot's body recovered from Hudson River crash site http://on.cnn.com/guzvwG","49","22","","","","","1"
"","CNN Breaking News","Feb 27, 2011","http://on.cnn.com/hKBTP6","81","9","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Britain freezing assets of Gadhafi, members of his family, those acting on their behalf. http://on.cnn.com/hBKiuA","160","19","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Tunisia's prime minister resigns, weeks after uprising forced president to quit, official news agency says. http://on.cnn.com/hBKiuA","194","16","","","","","1"
"","CNN Breaking News","Feb 27, 2011",", reports say. http://on.cnn.com/fPDTIH","133","15","","","","","1"
"","CNN Breaking News","Feb 27, 2011","China floods Beijing with security forces before planned pro-democracy demonstration. http://on.cnn.com/dJgsRB","285","19","","","","","1"
"","CNN Breaking News","Feb 27, 2011","switch sides, join protesters in city of Zawiya. http://on.cnn.com/gY0stv","217","17","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Iraqi PM gives government ministers 100 days to eliminate corruption and deliver results or face losing their jobs. http://on.cnn.com/hZMVFK","116","14","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Iran govt sources: 2 opposition leaders put in safe house for own welfare http://on.cnn.com/ghxuBg","74","12","","","","","1"
"","CNN Breaking News","Feb 27, 2011","3 protesters die in Tunisia demanding interim government step down http://on.cnn.com/h9k9c8","88","16","","","","","1"
"","CNN Breaking News","Feb 27, 2011","assets http://on.cnn.com/hesede","98","13","","","","","1"
"","CNN Breaking News","Feb 27, 2011","include travel ban and arms embargo http://on.cnn.com/gThpOk","135","14","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Security Council refers attacks on civilians in Libya to International Criminal Court http://on.cnn.com/g5Z24B","149","15","","","","","1"
"","CNN Breaking News","Feb 27, 2011","3 protesters die in Tunisia demanding interim government step down http://on.cnn.com/h9k9c8","88","16","","","","","1"
"","CNN Breaking News","Feb 27, 2011","assets http://on.cnn.com/hesede","98","13","","","","","1"
"","CNN Breaking News","Feb 27, 2011","include travel ban and arms embargo http://on.cnn.com/gThpOk","135","14","","","","","1"
"","CNN Breaking News","Feb 27, 2011","Security Council refers attacks on civilians in Libya to International Criminal Court http://on.cnn.com/g5Z24B","149","15","","","","","1"
"","CNN Breaking News","Feb 27, 2011","http://on.cnn.com/g5Z24B","279","16","","","","","1"
"","CNN Breaking News","Feb 26, 2011","opposition figures under way http://on.cnn.com/fu9dLU","60","13","","","","","1"
"","CNN Breaking News","Feb 26, 2011","Ireland's opposition Fine Gael party claims victory in general election http://on.cnn.com/fFEVcU","62","8","","","","","1"
"","CNN Breaking News","Feb 26, 2011","govt http://on.cnn.com/gThpOk","58","10","","","","","1"
"","CNN Breaking News","Feb 26, 2011",": A leader who keeps power through mass violence has lost legitimacy http://on.cnn.com/gThpOk","285","32","","","","","1"
"","CNN Breaking News","Feb 26, 2011",", on final mission, docks with international space station http://on.cnn.com/eHaaS6","113","18","","","","","1"
"","CNN Breaking News","Feb 26, 2011","Texas lawmaker who's been there has advice for Wisconsin's missing Dems http://on.cnn.com/epng6m","46","18","","","","","1"
"","CNN Breaking News","Feb 26, 2011","About 75% of world's coral reefs threatened, environmental research group says http://on.cnn.com/hrlMpz","298","33","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Team working to save Auburn's poisoned trees reports toxin in soil diminished http://on.cnn.com/hfiOG9","137","15","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Stocks close higher to end worst week since November http://on.cnn.com/eZnAhz","63","11","","","","","1"
"","CNN Breaking News","Feb 25, 2011","NFL standardizes sideline test for concussions http://on.cnn.com/h7KBjv","79","13","","","","","1"
"","CNN Breaking News","Feb 25, 2011","has arrived in Malta http://on.cnn.com/i8l753","76","9","","","","","1"
"","CNN Breaking News","Feb 25, 2011",", suspending diplomatic operations there http://on.cnn.com/i8l753","129","10","","","","","1"
"","CNN Breaking News","Feb 25, 2011","violence. http://on.cnn.com/hTAV4x","130","13","","","","","1"
"","CNN Breaking News","Feb 25, 2011","During speech, Gadhafi tells Libyans to ""sing, dance and be happy."" http://on.cnn.com/i8l753","174","16","","","","","1"
"","CNN Breaking News","Feb 25, 2011",". http://on.cnn.com/i8l753","106","10","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Police: Four children dead after being swept away in Kentucky creek. http://on.cnn.com/fEVYSQ","62","5","","","","","1"
"","CNN Breaking News","Feb 25, 2011","crackdown ""escalating alarmingly."" http://on.cnn.com/gpT2YK","137","8","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Protesters take control of eastern Libyan city of Brega and its oil terminal, source says. http://on.cnn.com/i8l753","146","13","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Evacuation flight chartered by U.S. government scheduled to leave Libya today. http://on.cnn.com/i8l753","73","7","","","","","1"
"","CNN Breaking News","Feb 25, 2011","A U.S.-chartered ferry with at least 285 people on board leaves Lybia for Malta. http://on.cnn.com/i8l753","104","15","","","","","1"
"","CNN Breaking News","Feb 25, 2011","U.N. body says ""thousands may have been killed or injured"" in Libya protests. http://on.cnn.com/e4giwm","139","12","","","","","1"
"","CNN Breaking News","Feb 25, 2011","Assembly passes union-weakening bill, moves to Senate http://on.cnn.com/f7n0vU","103","13","","","","","1"
"","CNN Breaking News","Feb 25, 2011","of Mexico worry scientists http://on.cnn.com/gefjCO","314","34","","","","","1"
"","CNN Breaking News","Feb 25, 2011","U.N. Security Council to meet at 3 p.m. Friday to discuss taking additional measures against Libya http://on.cnn.com/h20KOj","102","7","","","","","1"
"","CNN Breaking News","Feb 24, 2011","to produce 18 aerial refueling tankers.http://on.cnn.com/gbGv8d","114","25","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Shuttle Discovery lifts off from Cape Canaveral, Fla., on it's final mission http://on.cnn.com/fhXcz4","301","31","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Algeria officially lifts state of emergency. http://on.cnn.com/hgDhJd","97","10","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Switzerland orders freezing of Libyan leader Moammar Gadhafi's assets. http://on.cnn.com/hAWnCp","240","22","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Saudi national arrested in Texas on terror charge. http://on.cnn.com/icFBTL","76","11","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Libya's ambassador to Jordan announces resignation. http://on.cnn.com/hAWnCp","237","15","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Gadhafi blames Osama bin Laden influence for Libya unrest. http://on.cnn.com/hAWnCp","242","25","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Witness: Supporters and opponents of Gadhafi clash in Libyan city of Zawiya. http://on.cnn.com/hAWnCp","75","10","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Ferry hired to take Americans from Libya will leave Friday, sources say. http://on.cnn.com/hAWnCp","66","5","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Statement from Lybian leader Moammar Gadhafi expected soon, state television reports. http://on.cnn.com/hAWnCp","139","7","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Julian Assange can be extradited to Sweden in sex assault case, British judge rules. http://on.cnn.com/dXgW1e","174","13","","","","","1"
"","CNN Breaking News","Feb 24, 2011","capital deserted; opposition seizes major city http://on.cnn.com/gHVWMt","169","14","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Death toll climbs as searches continue in New Zealand's quake aftermath http://on.cnn.com/hotRcN","106","16","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Jailed polygamist retakes control of church, ousts 30 members http://on.cnn.com/g6PTpq","69","20","","","","","1"
"","CNN Breaking News","Feb 24, 2011","retakes control of church from jail cell, sources say http://on.cnn.com/hAbjcc","113","22","","","","","1"
"","CNN Breaking News","Feb 24, 2011","capital deserted; opposition seizes major city http://on.cnn.com/gHVWMt","169","14","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Death toll climbs as searches continue in New Zealand's quake aftermath http://on.cnn.com/hotRcN","106","16","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Jailed polygamist retakes control of church, ousts 30 members http://on.cnn.com/g6PTpq","69","20","","","","","1"
"","CNN Breaking News","Feb 24, 2011","retakes control of church from jail cell, sources say http://on.cnn.com/hAbjcc","113","22","","","","","1"
"","CNN Breaking News","Feb 24, 2011","Indiana state prosecutor fired over online remarks about Wisconsin protests http://on.cnn.com/eDz3uV","136","21","","","","","1"
"","CNN Breaking News","Feb 24, 2011","police officers arrested in repair shop extortion scam http://on.cnn.com/ghusm1","156","14","","","","","1"
"","CNN Breaking News","Feb 24, 2011","police officer http://on.cnn.com/hqRCaU","49","6","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Obama: Libya ""must be held accountable"" for failure to meet its responsibilities ""The entire world is watching"" http://on.cnn.com/eckP8G","171","12","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Suspect held in Mexico in immigration agent's death. http://on.cnn.com/gRFXjS","56","4","","","","","1"
"","CNN Breaking News","Feb 23, 2011","CNNMoney.com: Oil crosses $100 a barrel - highest since 2008. http://on.cnn.com/i49RR2","348","11","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Men convicted of Pennsylvania hate crime sentenced to 9 years in prison. http://on.cnn.com/fGSbY4","70","5","","","","","1"
"","CNN Breaking News","Feb 23, 2011","of possible jail time. http://on.cnn.com/gaoNKC","53","5","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Obama orders Justice to stop defending constitutionality of Defense of Marriage Act. http://on.cnn.com/fSEmaZ","537","46","","","","","1"
"","CNN Breaking News","Feb 23, 2011","CNNMoney.com: Ford recalls 150,000 F-150s for airbag problem. http://on.cnn.com/hV3fXw","71","6","","","","","1"
"","CNN Breaking News","Feb 23, 2011",". http://on.cnn.com/hlfLj9","40","6","","","","","1"
"","CNN Breaking News","Feb 23, 2011","frees political prisoners as protests go on. http://on.cnn.com/fmu2e2","74","8","","","","","1"
"","CNN Breaking News","Feb 23, 2011",". http://on.cnn.com/hueU44","123","7","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Libyan military aircraft crashes after crew refuses orders to bomb city, newswspaper reports. http://on.cnn.com/g0MPUR","469","38","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Mideast leaders should heed demands for change, Iran's Ahmadinejad says. http://on.cnn.com/fViLbl","112","28","","","","","1"
"","CNN Breaking News","Feb 23, 2011","enters 9th day http://on.cnn.com/hqV1e6","74","7","","","","","1"
"","CNN Breaking News","Feb 23, 2011","Woman's rescue a ray of hope in quake-ravaged New Zealand city http://on.cnn.com/eIp2T4","81","10","","","","","1"
"","CNN Breaking News","Feb 23, 2011","and Middle East protests http://on.cnn.com/g0MPUR","86","15","","","","","1"
"","CNN Breaking News","Feb 23, 2011","'s ex-interior minister kidnapped http://on.cnn.com/fd5eVc","242","14","","","","","1"
"","CNN Breaking News","Feb 23, 2011","has won the Chicago mayoral election, avoiding runoff http://on.cnn.com/dYyLk5","440","23","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Libya's interior minister resigned to support protesters who he predicted will achieve victory in ""days or hours"" http://on.cnn.com/dFLcoV","359","26","","","","","1"
"","CNN Breaking News","Feb 22, 2011","http://on.cnn.com/gpOhE5","171","9","","","","","1"
"","CNN Breaking News","Feb 22, 2011","'s participation in Arab League activities http://on.cnn.com/dFLcoV","152","15","","","","","1"
"","CNN Breaking News","Feb 22, 2011","AZ jurors recommend death penalty for Shawna Forde, who killed Latino man & his daughter during vigilante raid http://on.cnn.com/hA0Xdf","133","11","","","","","1"
"","CNN Breaking News","Feb 22, 2011","U.S. unable to move any Americans out of Libya on Tuesday, State Dept. says. http://on.cnn.com/hjdcrB","120","12","","","","","1"
"","CNN Breaking News","Feb 22, 2011","government agrees to lift state of emergency imposed in 1992, state news agency reports. http://on.cnn.com/hjdcrB","99","10","","","","","1"
"","CNN Breaking News","Feb 22, 2011","are under influence of ""hallucination pills."" http://on.cnn.com/hjdcrB","551","29","","","","","1"
"","CNN Breaking News","Feb 22, 2011","opposition activists will be executed without mercy. http://on.cnn.com/hjdcrB","557","23","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Gadhafi calls on Libyans who ""love and support him"" to go out on streets and demonstrate for him. http://on.cnn.com/hjdcrB","92","5","","","","","1"
"","CNN Breaking News","Feb 22, 2011","and provoked protests. http://on.cnn.com/hjdcrB","75","9","","","","","1"
"","CNN Breaking News","Feb 22, 2011","people for decades. http://on.cnn.com/hjdcrB","70","5","","","","","1"
"","CNN Breaking News","Feb 22, 2011",", wants to die as martyr in his home country. http://on.cnn.com/hjdcrB","300","11","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Florida city loses 3rd police officer in 28 days to shootings. http://on.cnn.com/gVsmhU","159","13","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Dow sinks 110 points in first minutes of trading, oil spikes 7% as investors worry about violence in Libya. http://on.cnn.com/aWaIzF","265","17","","","","","1"
"","CNN Breaking News","Feb 22, 2011","2 pirates killed, 13 detained by U.S. forces who boarded yacht where 4 dead Americans found, military says. http://on.cnn.com/fHq01A","307","22","","","","","1"
"","CNN Breaking News","Feb 22, 2011","leader Gadhafi to address public shortly, state TV reports. http://on.cnn.com/hjdcrB","153","8","","","","","1"
"","CNN Breaking News","Feb 22, 2011","4 Americans on yacht hijacked by pirates are dead, U.S. military says. http://on.cnn.com/fHq01A","280","23","","","","","1"
"","CNN Breaking News","Feb 22, 2011","# Gadhafi says he's still in control as more Libyans rage against him http://on.cnn.com/ijG7PF","147","18","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Latest developments out of N. Africa and Middle East protests http://on.cnn.com/hjdcrB","96","10","","","","","1"
"","CNN Breaking News","Feb 22, 2011","At least 65 killed in New Zealand earthquake http://on.cnn.com/gpOhE5","379","17","","","","","1"
"","CNN Breaking News","Feb 22, 2011","police say there have been multiple fatalities after 6.3 magnitude earthquake struck Christchurch http://on.cnn.com/gG96u7","582","26","","","","","1"
"","CNN Breaking News","Feb 22, 2011","4 Americans on yacht hijacked by pirates are dead, U.S. military says. http://on.cnn.com/fHq01A","280","23","","","","","1"
"","CNN Breaking News","Feb 22, 2011","# Gadhafi says he's still in control as more Libyans rage against him http://on.cnn.com/ijG7PF","147","18","","","","","1"
"","CNN Breaking News","Feb 22, 2011","Latest developments out of N. Africa and Middle East protests http://on.cnn.com/hjdcrB","96","10","","","","","1"
"","CNN Breaking News","Feb 22, 2011","At least 65 killed in New Zealand earthquake http://on.cnn.com/gpOhE5","379","17","","","","","1"
"","CNN Breaking News","Feb 22, 2011","police say there have been multiple fatalities after 6.3 magnitude earthquake struck Christchurch http://on.cnn.com/gG96u7","582","26","","","","","1"
"","CNN Breaking News","Feb 22, 2011","has struck Christchurch, New Zealand, according to the U.S. Geological Survey http://on.cnn.com/geVzVa","847","25","","","","","1"
"","CNN Breaking News","Feb 21, 2011","said on state-run TV that he is not in Venezuela as rumored but in Tripoli http://on.cnn.com/gwUC2a","220","17","","","","","1"
"","CNN Breaking News","Feb 21, 2011","is set to give a speech, Libyan state television reported http://on.cnn.com/gwUC2a","165","12","","","","","1"
"","CNN Breaking News","Feb 21, 2011","governor blasts public-sector unions as wasteful http://on.cnn.com/hABMpl","94","16","","","","","1"
"","CNN Breaking News","Feb 21, 2011","during crisis http://on.cnn.com/gwUC2a","262","21","","","","","1"
"","CNN Breaking News","Feb 21, 2011","Gadhafi's son said military has not targeted protesters, but US official says Libya used aviation assets in attack http://on.cnn.com/gwUC2a","193","15","","","","","1"
"","CNN Breaking News","Feb 21, 2011","http://on.cnn.com/gwUC2a http://on.cnn.com/gwUC2a","259","7","","","","","1"
"","CNN Breaking News","Feb 21, 2011","remains in Libya, a Libyan diplomatic source told CNN http://on.cnn.com/gwUC2a","146","10","","","","","1"
"","CNN Breaking News","Feb 21, 2011",", Egypt's official news agency reports. http://on.cnn.com/gwUC2a","114","14","","","","","1"
"","CNN Breaking News","Feb 21, 2011","appears to worsen with reports that helicopters fired on protesters. CNN working to confirm. http://on.cnn.com/gwUC2a","401","20","","","","","1"
"","CNN Breaking News","Feb 21, 2011","air force pilots defect to Malta after being asked to bomb Libyan citizens, Maltese gov't source says. http://on.cnn.com/emQH5v","959","33","1","","","","1"
"","CNN Breaking News","Feb 21, 2011","helicopter gunships firing at protesters, opposition group says. CNN unable to confirm. http://on.cnn.com/emQH5v","331","18","","","","","1"
"","CNN Breaking News","Feb 21, 2011","Stepmom indicted in N.C. girl's death. http://on.cnn.com/g8hLta","52","10","","","","","1"
