"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Retweets","tweets_Likes","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Feb 11, 2011","at 1:30 pm ET. Watch developments from Cairo live: http://on.cnn.com/cnndcl3","234","16","","","","","1"
"","CNN Breaking News","Feb 11, 2011","resignation. http://on.cnn.com/iaz0Wc","300","18","","","","","1"
"","CNN Breaking News","Feb 11, 2011",". http://on.cnn.com/gxtSOp","172","15","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","to make statement, sources say. http://on.cnn.com/gxtSOp","172","9","","","","","1"
"","CNN Breaking News","Feb 11, 2011","stepping down. http://on.cnn.com/cnndcl4","824","34","","","","","1"
"","CNN Breaking News","Feb 11, 2011",", Vice President Suleiman says. http://on.cnn.com/ekI4HK","2.7K","111","2","","","","1"
"","CNN Breaking News","Feb 11, 2011","president, state TV reports. http://on.cnn.com/ekI4HK","235","12","","","","","1"
"","CNN Breaking News","Feb 11, 2011","city of Sharm el-Sheikh, well-placed source tells CNN. http://on.cnn.com/ekI4HK","112","13","1","","","","1"
"","CNN Breaking News","Feb 11, 2011",", witnesses say. http://on.cnn.com/ekI4HK","124","9","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Thousands of anti-Mubarak demonstrators surround government compound in Suez, witnesses say. http://on.cnn.com/ekI4HK","113","29","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Apple stock loses $10 billion in less than an hour before recovering http://on.cnn.com/hPzVJR","526","73","","","","","1"
"","CNN Breaking News","Feb 11, 2011","VA clinic dentist may have exposed hundreds to HIV, hepatitis http://on.cnn.com/iiyyxn","476","43","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","Former church official charged with allowing abusive priests access to kids http://on.cnn.com/fc4uMc","104","21","","","","","1"
"","CNN Breaking News","Feb 11, 2011","transition is ""immediate, meaningful or sufficient,"" Obama says http://on.cnn.com/g5fxoX","102","14","","","","","1"
"","CNN Breaking News","Feb 11, 2011","govt. to explain in ""unambiguous language"" steps leading to democracy http://on.cnn.com/g5fxoX","89","15","","","","","1"
"","CNN Breaking News","Feb 11, 2011",", organizer says http://on.cnn.com/g5fxoX","60","8","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Spider-Man announces he's taking his talents to the Fantastic Four http://on.cnn.com/g5fxoX","515","74","","","","","1"
"","CNN Breaking News","Feb 11, 2011","presidential palace http://on.cnn.com/f9CPes","178","11","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ElBaradei: Suleiman, Mubarak are ""twins"" -- ""neither acceptable to the people"" http://on.cnn.com/f9CPes","149","22","","","","","1"
"","CNN Breaking News","Feb 10, 2011","still has power to dismiss govt., seek constitution changes http://on.cnn.com/ftRxLk","82","9","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ceded control of military to VP Suleiman http://on.cnn.com/f9CPes","106","13","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ambassador to U.S. says VP Suleiman is de facto head of state http://on.cnn.com/f9CPes","176","17","","","","","1"
"","CNN Breaking News","Feb 10, 2011","decision ""not what we were told ... or wanted to happen"" http://on.cnn.com/f9CPes","165","14","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Thousands of anti-Mubarak demonstrators surround government compound in Suez, witnesses say. http://on.cnn.com/ekI4HK","113","29","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Apple stock loses $10 billion in less than an hour before recovering http://on.cnn.com/hPzVJR","526","73","","","","","1"
"","CNN Breaking News","Feb 11, 2011","VA clinic dentist may have exposed hundreds to HIV, hepatitis http://on.cnn.com/iiyyxn","476","43","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","Former church official charged with allowing abusive priests access to kids http://on.cnn.com/fc4uMc","104","21","","","","","1"
"","CNN Breaking News","Feb 11, 2011","transition is ""immediate, meaningful or sufficient,"" Obama says http://on.cnn.com/g5fxoX","102","14","","","","","1"
"","CNN Breaking News","Feb 11, 2011","govt. to explain in ""unambiguous language"" steps leading to democracy http://on.cnn.com/g5fxoX","89","15","","","","","1"
"","CNN Breaking News","Feb 11, 2011",", organizer says http://on.cnn.com/g5fxoX","60","8","","","","","1"
"","CNN Breaking News","Feb 11, 2011","Spider-Man announces he's taking his talents to the Fantastic Four http://on.cnn.com/g5fxoX","515","74","","","","","1"
"","CNN Breaking News","Feb 11, 2011","presidential palace http://on.cnn.com/f9CPes","178","11","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ElBaradei: Suleiman, Mubarak are ""twins"" -- ""neither acceptable to the people"" http://on.cnn.com/f9CPes","149","22","","","","","1"
"","CNN Breaking News","Feb 10, 2011","still has power to dismiss govt., seek constitution changes http://on.cnn.com/ftRxLk","82","9","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ceded control of military to VP Suleiman http://on.cnn.com/f9CPes","106","13","","","","","1"
"","CNN Breaking News","Feb 10, 2011","ambassador to U.S. says VP Suleiman is de facto head of state http://on.cnn.com/f9CPes","176","17","","","","","1"
"","CNN Breaking News","Feb 10, 2011","decision ""not what we were told ... or wanted to happen"" http://on.cnn.com/f9CPes","165","14","","","","","1"
"","CNN Breaking News","Feb 10, 2011","VP Suleiman urges people to ""go back to your houses"" and ""go to work"" http://on.cnn.com/f9CPes","103","10","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Zakaria: Mubarak seems to be trying to bait protesters into violence. Live blog and on CNN TV now http://on.cnn.com/gsz5fq","440","19","","","","","1"
"","CNN Breaking News","Feb 10, 2011","says some powers to transfer to VP but no word he is stepping down http://on.cnn.com/f9CPes","190","8","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Crowds in Cairo's Tahrir Square chant ""Get out! Get out!"" http://on.cnn.com/f9CPes","262","14","","","","","1"
"","CNN Breaking News","Feb 10, 2011","finishes speech with no clear resolution to standoff http://twitter.com/#","295","8","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Crowd grows restless waiting for Mubarak to clearly state his intentions http://twitter.com/#","73","7","","","","","1"
"","CNN Breaking News","Feb 10, 2011","constitution to ensure smooth transition http://on.cnn.com/f9CPes","93","8","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Mubarak: ""I will not ... listen to any foreign interventions or dictations"" http://on.cnn.com/f9CPes","196","12","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Mubarak tells Egyptians, ""Your demands are just and legitimate"" http://on.cnn.com/f9CPes","133","11","","","","","1"
"","CNN Breaking News","Feb 10, 2011","TSA chief ""willing to"" fire screeners if they strike after unionizing http://on.cnn.com/fOZr05","69","16","","","","","1"
"","CNN Breaking News","Feb 10, 2011","blocks reformist sites, detains opposition figures. http://on.cnn.com/hJ27Gj","72","9","","","","","1"
"","CNN Breaking News","Feb 10, 2011",". http://on.cnn.com/f9CPes","200","14","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Egyptian information minister denies President Mubarak is stepping down, state TV reports. http://on.cnn.com/f9CPes","346","13","","","","","1"
"","CNN Breaking News","Feb 10, 2011","to step down, CIA director tells Congress. http://on.cnn.com/f9CPes","381","9","","","","","1"
"","CNN Breaking News","Feb 10, 2011","to transfer power as army chief to military. http://on.cnn.com/ftRxLk","299","27","","","","","1"
"","CNN Breaking News","Feb 10, 2011","At least 1 dead, homes leveled in Pennsylvania blast. http://on.cnn.com/dOyHVJ","61","13","","","","","1"
"","CNN Breaking News","Feb 10, 2011",", official says. http://on.cnn.com/hUA8aA","104","13","","","","","1"
"","CNN Breaking News","Feb 10, 2011","At least 6 missing after blast levels homes in Allentown, Pennsylvania. http://on.cnn.com/dOyHVJ","111","17","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Turmoil in Egypt continues. Watch the developments: http://on.cnn.com/cnndcl1","57","16","","","","","1"
"","CNN Breaking News","Feb 10, 2011","http://on.cnn.com/ftRxLk","71","8","","","","","1"
"","CNN Breaking News","Feb 10, 2011","warnings span Southeast http://on.cnn.com/f1fKee","29","1","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Cowboys owner Jerry Jones, others sued over Super Bowl seats http://on.cnn.com/gT8jfS","202","24","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Tea Party Express names Sen. Ben Nelson a ""top target"" in 2012 elections http://on.cnn.com/fJ21gj","54","8","","","","","1"
"","CNN Breaking News","Feb 10, 2011","Activision Blizzard Inc. says it will stop making ""Guitar Hero"" video game http://on.cnn.com/dYDzWO","461","45","","","","","1"
"","CNN Breaking News","Feb 9, 2011","GOP source: Rep. Christopher Lee resigns after reports he was trying to meet women on Craigslist http://on.cnn.com/g8liaM","173","16","","","","","1"
"","CNN Breaking News","Feb 9, 2011","Dow ends higher for 8th-straight day http://on.cnn.com/hdPs4f","72","10","","","","","1"
"","CNN Breaking News","Feb 9, 2011","$20,000 bond on felony grand theft charge http://on.cnn.com/gcMtRv","74","10","","","","","1"
"","CNN Breaking News","Feb 9, 2011","pleads not guilty to felony grand theft charge http://on.cnn.com/gcMtRv","68","11","","","","","1"
"","CNN Breaking News","Feb 9, 2011","Shipments of smartphones surpass those of PCs, industry research firm says http://on.cnn.com/eB5Kky","197","18","","","","","1"
"","CNN Breaking News","Feb 9, 2011","charged with theft of necklace from California jewelry store. http://on.cnn.com/gcMtRv","247","7","","","","","1"
"","CNN Breaking News","Feb 9, 2011","regains some ability to speak, spokesman says. http://on.cnn.com/eJa635","185","22","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/hUPJ3i","24","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/hkByQm","103","19","","","","","1"
"","CNN Breaking News","Feb 9, 2011","U.S. terror threat may ""be at its most heightened state"" since 9/11, Janet Napolitano says. http://on.cnn.com/ext4x7","119","12","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/h1YVAI","54","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/gFrB6X","79","12","","","","","1"
"","CNN Breaking News","Feb 9, 2011","protesters attack Port Said governor's building, state television reports. http://on.cnn.com/fmxp8m","123","11","","","","","1"
"","CNN Breaking News","Feb 9, 2011","elections. http://on.cnn.com/f3xpQl","118","9","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". Watch the developments: http://on.cnn.com/cnndcl1","50","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011","warnings in place for 8 states http://on.cnn.com/gFrB6X","95","10","","","","","1"
"","CNN Breaking News","Feb 9, 2011","$20,000 bond on felony grand theft charge http://on.cnn.com/gcMtRv","74","10","","","","","1"
"","CNN Breaking News","Feb 9, 2011","pleads not guilty to felony grand theft charge http://on.cnn.com/gcMtRv","68","11","","","","","1"
"","CNN Breaking News","Feb 9, 2011","Shipments of smartphones surpass those of PCs, industry research firm says http://on.cnn.com/eB5Kky","197","18","","","","","1"
"","CNN Breaking News","Feb 9, 2011","charged with theft of necklace from California jewelry store. http://on.cnn.com/gcMtRv","247","7","","","","","1"
"","CNN Breaking News","Feb 9, 2011","regains some ability to speak, spokesman says. http://on.cnn.com/eJa635","185","22","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/hUPJ3i","24","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/hkByQm","103","19","","","","","1"
"","CNN Breaking News","Feb 9, 2011","U.S. terror threat may ""be at its most heightened state"" since 9/11, Janet Napolitano says. http://on.cnn.com/ext4x7","119","12","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/h1YVAI","54","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". http://on.cnn.com/gFrB6X","79","12","","","","","1"
"","CNN Breaking News","Feb 9, 2011","protesters attack Port Said governor's building, state television reports. http://on.cnn.com/fmxp8m","123","11","","","","","1"
"","CNN Breaking News","Feb 9, 2011","elections. http://on.cnn.com/f3xpQl","118","9","","","","","1"
"","CNN Breaking News","Feb 9, 2011",". Watch the developments: http://on.cnn.com/cnndcl1","50","6","","","","","1"
"","CNN Breaking News","Feb 9, 2011","warnings in place for 8 states http://on.cnn.com/gFrB6X","95","10","","","","","1"
"","CNN Breaking News","Feb 8, 2011","to be charged with felony grand theft for allegedly stealing a $2,500 necklace http://on.cnn.com/ifpuCC","424","29","","","","","1"
"","CNN Breaking News","Feb 8, 2011","want Swedish prosecutor to testify. http://on.cnn.com/ecgrjQ","41","12","","","","","1"
"","CNN Breaking News","Feb 8, 2011","caused sudden acceleration incidents. http://on.cnn.com/aWaIzF","91","13","","","","","1"
"","CNN Breaking News","Feb 8, 2011","NFL apologizes for Super Bowl seat fiasco. http://on.cnn.com/iih47c","107","30","1","","","","1"
"","CNN Breaking News","Feb 8, 2011",", vice president says. http://on.cnn.com/heKX8c","125","7","","","","","1"
"","CNN Breaking News","Feb 7, 2011","New York jury finds Muzzammil ""Mo"" Hassan guilty of second-degree murder for the beheading of his wife. Hihttp://on.cnn.com/h05iAo","100","17","","","","","1"
"","CNN Breaking News","Feb 7, 2011","http://on.cnn.com/fvj9hU","138","25","","","","","1"
"","CNN Breaking News","Feb 7, 2011","International Airport terminals prompts restriction of flights http://on.cnn.com/dMY7nK","57","8","","","","","1"
"","CNN Breaking News","Feb 7, 2011","as a ""sovereign, independent"" state in July http://on.cnn.com/gx07Lt","199","24","","","","","1"
"","CNN Breaking News","Feb 7, 2011","protests, company says. http://on.cnn.com/g0GcYu","99","6","","","","","1"
"","CNN Breaking News","Feb 7, 2011","Southern Sudanese vote to split from north, creating what would be world's newest country. http://on.cnn.com/gx07Lt","340","18","","","","","1"
"","CNN Breaking News","Feb 7, 2011","CNNMoney: Obama tells business leaders U.S. needs to ""out-educate and out-build"" competitors. http://on.cnn.com/gVIKGo","58","10","","","","","1"
"","CNN Breaking News","Feb 7, 2011","British PM criticizes how UK handled Lockerbie bomber's release. http://on.cnn.com/gI43MR","24","6","","","","","1"
"","CNN Breaking News","Feb 7, 2011","handed to President Omar al-Bashir. http://on.cnn.com/gx07Lt","49","7","","","","","1"
"","CNN Breaking News","Feb 7, 2011",". http://on.cnn.com/i0EVW1","58","4","","","","","1"
"","CNN Breaking News","Feb 7, 2011",". http://on.cnn.com/eEFQoS","80","4","1","","","","1"
"","CNN Breaking News","Feb 7, 2011","XLV, defeating the Pittsburgh Steelers 31-25 http://on.cnn.com/fdVd7L","438","41","","","","","1"
"","CNN Breaking News","Feb 7, 2011","International search is on for abducted Swiss twins http://on.cnn.com/fxXOUA","125","19","","","","","1"
"","CNN Breaking News","Feb 7, 2011","http://on.cnn.com/f2ritg","588","59","","","","","1"
"","CNN Breaking News","Feb 6, 2011",". http://on.cnn.com/fX7995","133","13","","","","","1"
"","CNN Breaking News","Feb 6, 2011","exec to be released by authorities Monday http://on.cnn.com/h6TmPe","133","10","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Multiple bursts of automatic gunfire, apparently warning shots, heard in Cairo's Tahrir Square. http://on.cnn.com/i8G9Cv","126","10","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Officials: 1 Youngstown State University killed, 11 other people wounded in off-campus shooting. http://on.cnn.com/hPRWjm","232","11","","","","","1"
"","CNN Breaking News","Feb 6, 2011","VP promises changes to appease protesters. http://on.cnn.com/gBpN9Z","72","10","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Trial of U.S. hikers accused of spying in Iran is under way. http://on.cnn.com/eYGq6r","72","16","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Vice President Omar Suleiman; protests continue. http://on.cnn.com/i8G9Cv","63","6","","","","","1"
"","CNN Breaking News","Feb 6, 2011","USDA: 3,000 pounds of ground beef recalled over possible E. coli contamination http://on.cnn.com/g3Yv0Q","549","35","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Cleveland Cavaliers set NBA single-season record for consecutive loses http://on.cnn.com/ex5hmF","378","32","","","","","1"
"","CNN Breaking News","Feb 6, 2011","At least 2 killed when police in Tunisia fire on protesters http://on.cnn.com/hdM6aE","98","12","","","","","1"
"","CNN Breaking News","Feb 5, 2011","Clarification: Key members resign posts in Egypt's ruling party. Hosni Mubarak remains head of party & president.","315","25","","","","","1"
"","CNN Breaking News","Feb 5, 2011","ruling party, including Mubarak, submit resignations, state TV reports. http://on.cnn.com/eveL2d","656","40","","","","","1"
"","CNN Breaking News","Feb 6, 2011","USDA: 3,000 pounds of ground beef recalled over possible E. coli contamination http://on.cnn.com/g3Yv0Q","549","35","","","","","1"
"","CNN Breaking News","Feb 6, 2011","Cleveland Cavaliers set NBA single-season record for consecutive loses http://on.cnn.com/ex5hmF","378","32","","","","","1"
"","CNN Breaking News","Feb 6, 2011","At least 2 killed when police in Tunisia fire on protesters http://on.cnn.com/hdM6aE","98","12","","","","","1"
"","CNN Breaking News","Feb 5, 2011","Clarification: Key members resign posts in Egypt's ruling party. Hosni Mubarak remains head of party & president.","315","25","","","","","1"
"","CNN Breaking News","Feb 5, 2011","ruling party, including Mubarak, submit resignations, state TV reports. http://on.cnn.com/eveL2d","656","40","","","","","1"
"","CNN Breaking News","Feb 5, 2011","VP retracts comments. http://on.cnn.com/eveL2d","125","13","","","","","1"
"","CNN Breaking News","Feb 5, 2011","protesters, Army tanks in standoff at Cairo's Tahrir Square. http://on.cnn.com/eveL2d","130","12","","","","","1"
"","CNN Breaking News","Feb 5, 2011","New Egyptian vice president recently escaped assassination, German official says. http://on.cnn.com/eveL2d","176","14","","","","","1"
"","CNN Breaking News","Feb 5, 2011","A gas pipeline was set on fire in Egypt in a suspected terror attack, according to state-run TV. http://on.cnn.com/friQlK","167","23","","","","","1"
"","CNN Breaking News","Feb 5, 2011","elections, spokesman says http://on.cnn.com/friQlK","175","27","","","","","1"
"","CNN Breaking News","Feb 5, 2011","Hmong general, whose troops fought alongside U.S. in Vietnam, denied Arlington burial http://on.cnn.com/dMf4xr","85","11","","","","","1"
"","CNN Breaking News","Feb 4, 2011","BP claims fund manager told to speed up payments as ""a matter of urgency"" http://on.cnn.com/fMJ0dj","47","7","","","","","1"
"","CNN Breaking News","Feb 4, 2011","""must begin now"" http://on.cnn.com/friQlK","130","16","","","","","1"
"","CNN Breaking News","Feb 4, 2011",", spokesman says http://on.cnn.com/friQlK","63","11","","","","","1"
"","CNN Breaking News","Feb 4, 2011","president ""if people want"" him to http://on.cnn.com/friQlK","90","10","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Airport screeners to get collective bargaining rights, TSA to announce today http://on.cnn.com/e0egj9","40","9","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Mets' owners accused of netting $300 million from Madoff. http://on.cnn.com/e6fWBb","118","9","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Health Ministry says. http://on.cnn.com/friQlK","110","11","","","","","1"
"","CNN Breaking News","Feb 4, 2011",", will command upcoming shuttle flight. http://on.cnn.com/i2HZSf","139","15","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Alleged gunman in Tucson shooting that wounded Rep. Giffords to face federal charges first. http://on.cnn.com/ic0HHU","36","7","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Security force with ""thugs"" storms website office of Egypt's Muslim Brotherhood and makes arrests, group says. http://on.cnn.com/friQlK","121","7","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Gunfire heard as youths with sticks, rocks fight near Cairo's Tahrir Square. http://on.cnn.com/friQlK","100","6","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Opponents and supporters of Mubarak fighting in street near Cairo's Tahrir Square, witnesses tell CNN. http://on.cnn.com/friQlK","94","6","","","","","1"
"","CNN Breaking News","Feb 4, 2011","New York Yankees pitcher Andy Pettitte announces his retirement. http://on.cnn.com/eyN4Gq","184","17","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Around 5,000 injured since unrest began, Egypt's health minister tells Al-Arabiya network. http://on.cnn.com/friQlK","110","5","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Mark Kelly, husband of Rep. Gabrielle Giffords, expected to announce he'll command shuttle flight, source says. http://bit.ly/eTh3d3","69","9","","","","","1"
"","CNN Breaking News","Feb 4, 2011","About 35,000 people take to streets of Suez, Egypt, spokesman for opposition leader Ayman Nour tells CNN. http://on.cnn.com/friQlK","106","12","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Amr Moussa, Arab League's secretary-general, joins protesters in Cairo, state-run Nile TV reports. http://on.cnn.com/friQlK","101","7","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Al-Jazeera correspondent sends Twitter message saying men trashed network's Arabic office in Cairo. http://on.cnn.com/friQlK","141","14","","","","","1"
"","CNN Breaking News","Feb 4, 2011","Anti-government protesters continue demonstrations in Cairo's Tahrir Square. Live: http://on.cnn.com/cnndcl1","68","11","","","","","1"
"","CNN Breaking News","Feb 4, 2011","VP blames TV in ""certain friendly nations"" for helping stir ""youth against the nation"" http://on.cnn.com/goLbFh","178","31","","","","","1"
"","CNN Breaking News","Feb 4, 2011","discuss ways to move political transition forward, U.S. official says http://on.cnn.com/eC3pac","73","20","","","","","1"
"","CNN Breaking News","Feb 4, 2011","CEO request prison leave after son found dead in dorm room http://on.cnn.com/eFeKYO","116","28","","","","","1"
"","CNN Breaking News","Feb 3, 2011","VP Suleiman, urged negotiations and stressed govt responsible to protect protesters http://on.cnn.com/eIay3G","80","13","","","","","1"
"","CNN Breaking News","Feb 3, 2011","told Christiane Amanpour of ABC News he would step down if he weren't afraid of ensuing chaos http://on.cnn.com/eIay3G","250","40","","","","","1"
"","CNN Breaking News","Feb 3, 2011","massacre, report says. http://on.cnn.com/eIDYPi","53","13","","","","","1"
"","CNN Breaking News","Feb 3, 2011",", Amnesty International reports. http://on.cnn.com/dQalQm","118","6","","","","","1"
"","CNN Breaking News","Feb 3, 2011","to lift state of emergency. http://on.cnn.com/hq2U2c","49","10","","","","","1"
"","CNN Breaking News","Feb 3, 2011","protests. http://on.cnn.com/fouY7a","150","6","","","","","1"
"","CNN Breaking News","Feb 3, 2011","Nepalese parliament elects new prime minister. http://on.cnn.com/gAp9yr","36","6","","","","","1"
"","CNN Breaking News","Feb 3, 2011","3 found dead after car crashes into New Jersey school. http://on.cnn.com/i4oyfW","83","13","","","","","1"
"","CNN Breaking News","Feb 3, 2011","while charters still available. http://on.cnn.com/fCDADZ","97","6","","","","","1"
"","CNN Breaking News","Feb 3, 2011","will end."" http://on.cnn.com/goLbFh","188","17","","","","","1"
"","CNN Breaking News","Feb 3, 2011","Anti-government protesters gather in Alexandria, Egypt's second-largest city. http://on.cnn.com/eIay3G","102","8","","","","","1"
"","CNN Breaking News","Feb 3, 2011","Tensions continue to run high in Cairo. Live: http://on.cnn.com/cnndcl4","90","8","","","","","1"
"","CNN Breaking News","Feb 3, 2011","on evac flight should go to airport after end of curfew http://on.cnn.com/ftyMHf","190","17","","","","","1"
"","CNN Breaking News","Feb 3, 2011","report to airport for evacuation flights ""immediately"" http://on.cnn.com/ftyMHf","383","13","","","","","1"
"","CNN Breaking News","Feb 3, 2011","’s Tahrir Square from the Museum entrance to square http://on.cnn.com/ftyMHf","165","15","","","","","1"
"","CNN Breaking News","Feb 3, 2011","as anti- and pro-government protesters continued to face off at Tahrir Square http://on.cnn.com/ftyMHf","299","17","","","","","1"
"","CNN Breaking News","Feb 2, 2011","reform law enacted last year. http://on.cnn.com/g66G6A","216","16","","","","","1"
"","CNN Breaking News","Feb 2, 2011","'s Health Minister tells state-run Nile TV: 3 dead and 639 injured in the Tahrir square clashes http://on.cnn.com/ftyMHf","146","7","","","","","1"
"","CNN Breaking News","Feb 2, 2011","http://on.cnn.com/hjGMTa","127","12","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Shooting at an elementary school in Placerville, California, according to El Dorado County Schools. http://on.cnn.com/dROxSa","231","9","","","","","1"
"","CNN Breaking News","Feb 2, 2011","'s health minister said 611 people injured in clashes in Cairo's Tahrir square http://on.cnn.com/ftyMHf","154","9","","","","","1"
"","CNN Breaking News","Feb 2, 2011","clashes, Egyptian official says. http://on.cnn.com/fQu1WX","244","7","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Egyptian troops use water cannon to put out fires in Cairo's Tahrir Square. http://on.cnn.com/fQu1WX","83","7","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Egypt power transition ""needs to begin now,"" Obama spokesman says. http://on.cnn.com/fQu1WX","148","5","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Clashes break out between pro- and anti-Mubarak demonstrators in Cairo, Egypt. http://on.cnn.com/fQu1WX","163","10","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Phil predicts early end to winter. http://on.cnn.com/hjGMTa","1.6K","50","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Phil makes Groundhog Day prediction. Live: http://on.cnn.com/cnndcl2","145","13","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Egyptian demonstrators renew calls for Hosni Mubarak to leave office. LIVE: http://on.cnn.com/cnndcl4","91","16","","","","","1"
"","CNN Breaking News","Feb 2, 2011","Obama says Egypt transition should be meaningful, peaceful and must begin now. http://on.cnn.com/e0n96z","139","17","","","","","1"
"","CNN Breaking News","Feb 1, 2011","within the hour. http://on.cnn.com/gdJ61m","204","12","","","","","1"
"","CNN Breaking News","Feb 1, 2011","authorities: 114 disabled people sexually assaulted. http://on.cnn.com/g3Pbhu","98","16","","","","","1"
"","CNN Breaking News","Feb 1, 2011","Mubarak tells his people: I won't run again. http://on.cnn.com/fMVWbG","296","16","","","","","1"
"","CNN Breaking News","Feb 1, 2011","closes above 12,000. S&P hits 2/12 year high. http://on.cnn.com/fmeh0z","139","8","","","","","1"
"","CNN Breaking News","Feb 1, 2011","won't seek re-election, senior U.S. official says. http://on.cnn.com/gdJ61m","249","14","","","","","1"
"","CNN Breaking News","Feb 1, 2011","taken to hospital, family spokesman says. http://on.cnn.com/hkSDx4","65","10","","","","","1"
"","CNN Breaking News","Feb 1, 2011","President Hosni Mubarak will address nation Tuesday night, Reuters reports. http://on.cnn.com/gdJ61m","206","4","","","","","1"
"","CNN Breaking News","Feb 1, 2011","could get 2 feet of snow in next 24 hours, forecasters say. http://on.cnn.com/fbIFIg","373","13","","","","","1"
"","CNN Breaking News","Feb 1, 2011","government maintain peace treaty with Israel. http://on.cnn.com/gdJ61m","137","9","","","","","1"
"","CNN Breaking News","Feb 1, 2011","Radical cleric aimed to blow up planes In the United Sates, prosecutors say. http://on.cnn.com/hP6BuW","55","14","","","","","1"
"","CNN Breaking News","Feb 1, 2011","finance minister says people who miss work because of protests to get unemployment aid. http://on.cnn.com/gdJ61m","226","17","","","","","1"
"","CNN Breaking News","Feb 1, 2011","army thanks citizens for helping to protect public and private property."" http://on.cnn.com/gdJ61m","213","15","","","","","1"
"","CNN Breaking News","Feb 1, 2011",". http://on.cnn.com/gdJ61m","119","6","","","","","1"
"","CNN Breaking News","Feb 1, 2011",". http://on.cnn.com/gdJ61m","61","11","","","","","1"
"","CNN Breaking News","Feb 1, 2011","for talks. http://on.cnn.com/gdJ61m","93","11","","","","","1"
"","CNN Breaking News","Feb 1, 2011","shuts down internet as 'march of millions' draws near http://on.cnn.com/gMwYNg","466","38","","","","","1"
"","CNN Breaking News","Feb 1, 2011","warnings in 7 states http://on.cnn.com/dWMlvu","246","17","","","","","1"
"","CNN Breaking News","Jan 31, 2011","offline http://on.cnn.com/ggmgLb","175","14","","","","","1"
"","CNN Breaking News","Jan 31, 2011","Information Ministry: Mobile phone networks will be shut down in Egypt prior to march of millions http://on.cnn.com/ggmgLb","297","15","","","","","1"
"","CNN Breaking News","Jan 31, 2011","act unconstitutional http://on.cnn.com/eW6vfX","105","8","","","","","1"
"","CNN Breaking News","Jan 31, 2011","warnings issued for Chicago, Kansas City http://on.cnn.com/dWMlvu","224","7","","","","","1"
